Uniprot	description	markers	svm	svm.scores	final.assignment
Q96MF7	E3 SUMO-protein ligase NSE2 OS=Homo sapiens GN=NSMCE2 PE=1 SV=2 - [NSE2_HUMAN]	unknown	CHROMATIN	0.537378528	CHROMATIN
Q9P0V3	SH3 domain-binding protein 4 OS=Homo sapiens GN=SH3BP4 PE=1 SV=1 - [SH3B4_HUMAN]	unknown	PM	0.915378023	PM
Q9Y2H6-2	Isoform 2 of Fibronectin type-III domain-containing protein 3A OS=Homo sapiens GN=FNDC3A - [FND3A_HUMAN]	unknown	ER	0.931994462	unknown
P08237	ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2 - [PFKAM_HUMAN]	unknown	RIBOSOME 40S	0.261155786	unknown
O60547	GDP-mannose 4,6 dehydratase OS=Homo sapiens GN=GMDS PE=1 SV=1 - [GMDS_HUMAN]	unknown	CYTOSOL	0.760408247	unknown
Q8TAA9	Vang-like protein 1 OS=Homo sapiens GN=VANGL1 PE=1 SV=1 - [VANG1_HUMAN]	PM	PM	1	PM
Q9Y3D6	Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2 - [FIS1_HUMAN]	unknown	MITOCHONDRION	0.409626265	unknown
Q5M775-4	Isoform 4 of Cytospin-B OS=Homo sapiens GN=SPECC1 - [CYTSB_HUMAN]	unknown	PM	0.877158141	PM
P10398	Serine/threonine-protein kinase A-Raf OS=Homo sapiens GN=ARAF PE=1 SV=2 - [ARAF_HUMAN]	unknown	RIBOSOME 60S	0.357744255	unknown
Q29RF7	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1 - [PDS5A_HUMAN]	unknown	NUCLEUS	0.471990258	NUCLEUS
O95302	Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens GN=FKBP9 PE=1 SV=2 - [FKBP9_HUMAN]	unknown	ER	0.953843979	ER
Q96E11-3	Isoform 3 of Ribosome-recycling factor, mitochondrial OS=Homo sapiens GN=MRRF - [RRFM_HUMAN]	unknown	MITOCHONDRION	0.953830832	MITOCHONDRION
Q8NE86-3	Isoform 3 of Calcium uniporter protein, mitochondrial OS=Homo sapiens GN=MCU - [MCU_HUMAN]	unknown	MITOCHONDRION	0.952464491	MITOCHONDRION
P82912-2	Isoform 2 of 28S ribosomal protein S11, mitochondrial OS=Homo sapiens GN=MRPS11 - [RT11_HUMAN]	unknown	MITOCHONDRION	0.95376646	MITOCHONDRION
P17301	Integrin alpha-2 OS=Homo sapiens GN=ITGA2 PE=1 SV=1 - [ITA2_HUMAN]	PM	PM	1	PM
P78346	Ribonuclease P protein subunit p30 OS=Homo sapiens GN=RPP30 PE=1 SV=1 - [RPP30_HUMAN]	unknown	NUCLEUS	0.87490171	NUCLEUS
Q15836	Vesicle-associated membrane protein 3 OS=Homo sapiens GN=VAMP3 PE=1 SV=3 - [VAMP3_HUMAN]	unknown	PM	0.677411531	unknown
Q9C0E8-2	Isoform 2 of Protein lunapark OS=Homo sapiens GN=LNP - [LNP_HUMAN]	unknown	ER	0.725830133	unknown
Q96HY6	DDRGK domain-containing protein 1 OS=Homo sapiens GN=DDRGK1 PE=1 SV=2 - [DDRGK_HUMAN]	unknown	ER	0.95199942	ER
Q9BRK4	Leucine zipper putative tumor suppressor 2 OS=Homo sapiens GN=LZTS2 PE=1 SV=2 - [LZTS2_HUMAN]	unknown	PM	0.776573594	unknown
Q13586	Stromal interaction molecule 1 OS=Homo sapiens GN=STIM1 PE=1 SV=3 - [STIM1_HUMAN]	unknown	ER	0.946590942	ER
Q9UH65	Switch-associated protein 70 OS=Homo sapiens GN=SWAP70 PE=1 SV=1 - [SWP70_HUMAN]	unknown	PROTEASOME	0.4002274	unknown
Q9P291	Armadillo repeat-containing X-linked protein 1 OS=Homo sapiens GN=ARMCX1 PE=1 SV=1 - [ARMX1_HUMAN]	unknown	MITOCHONDRION	0.877295465	MITOCHONDRION
Q96S66	Chloride channel CLIC-like protein 1 OS=Homo sapiens GN=CLCC1 PE=1 SV=1 - [CLCC1_HUMAN]	unknown	ER	0.94194143	ER
Q9H9L3	Interferon-stimulated 20 kDa exonuclease-like 2 OS=Homo sapiens GN=ISG20L2 PE=1 SV=1 - [I20L2_HUMAN]	unknown	NUCLEUS	0.909743904	NUCLEUS
P06132	Uroporphyrinogen decarboxylase OS=Homo sapiens GN=UROD PE=1 SV=2 - [DCUP_HUMAN]	unknown	CYTOSOL	0.910709641	CYTOSOL
Q14151	Scaffold attachment factor B2 OS=Homo sapiens GN=SAFB2 PE=1 SV=1 - [SAFB2_HUMAN]	unknown	NUCLEUS	0.960268283	NUCLEUS
Q9NWU2	Glucose-induced degradation protein 8 homolog OS=Homo sapiens GN=GID8 PE=1 SV=1 - [GID8_HUMAN]	unknown	PROTEASOME	0.650451988	unknown
Q9NUI1	Peroxisomal 2,4-dienoyl-CoA reductase OS=Homo sapiens GN=DECR2 PE=1 SV=1 - [DECR2_HUMAN]	PEROXISOME	PEROXISOME	1	PEROXISOME
Q9UKK9	ADP-sugar pyrophosphatase OS=Homo sapiens GN=NUDT5 PE=1 SV=1 - [NUDT5_HUMAN]	unknown	CYTOSOL	0.921416808	CYTOSOL
Q9H204	Mediator of RNA polymerase II transcription subunit 28 OS=Homo sapiens GN=MED28 PE=1 SV=1 - [MED28_HUMAN]	unknown	NUCLEUS	0.764752472	NUCLEUS
Q14168-6	Isoform 6 of MAGUK p55 subfamily member 2 OS=Homo sapiens GN=MPP2 - [MPP2_HUMAN]	unknown	PM	0.91161772	PM
P54619-2	Isoform 2 of 5'-AMP-activated protein kinase subunit gamma-1 OS=Homo sapiens GN=PRKAG1 - [AAKG1_HUMAN]	unknown	PROTEASOME	0.441388911	unknown
Q9NQH7-4	Isoform 4 of Probable Xaa-Pro aminopeptidase 3 OS=Homo sapiens GN=XPNPEP3 - [XPP3_HUMAN]	unknown	MITOCHONDRION	0.952067085	MITOCHONDRION
P54803	Galactocerebrosidase OS=Homo sapiens GN=GALC PE=1 SV=3 - [GALC_HUMAN]	unknown	LYSOSOME	0.836281105	LYSOSOME
Q9BY42	Protein RTF2 homolog OS=Homo sapiens GN=RTFDC1 PE=1 SV=3 - [RTF2_HUMAN]	unknown	CHROMATIN	0.403938572	unknown
P13051	Uracil-DNA glycosylase OS=Homo sapiens GN=UNG PE=1 SV=2 - [UNG_HUMAN]	unknown	MITOCHONDRION	0.537783863	unknown
Q7L592	Protein arginine methyltransferase NDUFAF7, mitochondrial OS=Homo sapiens GN=NDUFAF7 PE=1 SV=1 - [NDUF7_HUMAN]	unknown	MITOCHONDRION	0.953904378	MITOCHONDRION
Q9NPA8-2	Isoform 2 of Transcription and mRNA export factor ENY2 OS=Homo sapiens GN=ENY2 - [ENY2_HUMAN]	unknown	NUCLEUS	0.737433469	NUCLEUS
Q9H425	Uncharacterized protein C1orf198 OS=Homo sapiens GN=C1orf198 PE=1 SV=1 - [CA198_HUMAN]	unknown	PM	0.500626279	unknown
Q8N126	Cell adhesion molecule 3 OS=Homo sapiens GN=CADM3 PE=1 SV=1 - [CADM3_HUMAN]	unknown	PM	0.948407377	PM
Q9NTI5-2	Isoform 2 of Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B - [PDS5B_HUMAN]	unknown	CHROMATIN	0.847820114	CHROMATIN
Q16610	Extracellular matrix protein 1 OS=Homo sapiens GN=ECM1 PE=1 SV=2 - [ECM1_HUMAN]	unknown	ER	0.900981316	unknown
Q14738	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D PE=1 SV=1 - [2A5D_HUMAN]	unknown	CYTOSOL	0.690571213	unknown
Q9NQ29	Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens GN=LUC7L PE=1 SV=1 - [LUC7L_HUMAN]	unknown	RIBOSOME 40S	0.556803036	unknown
Q9UQN3	Charged multivesicular body protein 2b OS=Homo sapiens GN=CHMP2B PE=1 SV=1 - [CHM2B_HUMAN]	unknown	PM	0.551922818	unknown
Q9NRX1	RNA-binding protein PNO1 OS=Homo sapiens GN=PNO1 PE=1 SV=1 - [PNO1_HUMAN]	unknown	NUCLEUS	0.890239024	NUCLEUS
P16035	Metalloproteinase inhibitor 2 OS=Homo sapiens GN=TIMP2 PE=1 SV=2 - [TIMP2_HUMAN]	unknown	PM	0.795426745	unknown
Q15024	Exosome complex component RRP42 OS=Homo sapiens GN=EXOSC7 PE=1 SV=3 - [EXOS7_HUMAN]	unknown	NUCLEUS	0.909720411	NUCLEUS
Q15036	Sorting nexin-17 OS=Homo sapiens GN=SNX17 PE=1 SV=1 - [SNX17_HUMAN]	unknown	PM	0.53279375	unknown
Q9H269	Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens GN=VPS16 PE=1 SV=2 - [VPS16_HUMAN]	unknown	PM	0.442175093	unknown
Q9NV06	DDB1- and CUL4-associated factor 13 OS=Homo sapiens GN=DCAF13 PE=1 SV=2 - [DCA13_HUMAN]	unknown	NUCLEUS	0.917863383	NUCLEUS
P10515	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLAT PE=1 SV=3 - [ODP2_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q9BWD1	Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens GN=ACAT2 PE=1 SV=2 - [THIC_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
Q9Y6W5	Wiskott-Aldrich syndrome protein family member 2 OS=Homo sapiens GN=WASF2 PE=1 SV=3 - [WASF2_HUMAN]	unknown	RIBOSOME 60S	0.310027038	unknown
P63165	Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=1 SV=1 - [SUMO1_HUMAN]	unknown	NUCLEUS	0.728407246	NUCLEUS
Q9Y3D0	Mitotic spindle-associated MMXD complex subunit MIP18 OS=Homo sapiens GN=FAM96B PE=1 SV=1 - [MIP18_HUMAN]	unknown	CYTOSOL	0.624258821	unknown
Q13505-3	Isoform 3 of Metaxin-1 OS=Homo sapiens GN=MTX1 - [MTX1_HUMAN]	unknown	MITOCHONDRION	0.940305995	MITOCHONDRION
Q9BTC8-2	Isoform 2 of Metastasis-associated protein MTA3 OS=Homo sapiens GN=MTA3 - [MTA3_HUMAN]	unknown	NUCLEUS	0.773558718	NUCLEUS
Q460N5	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3 - [PAR14_HUMAN]	unknown	PM	0.306827471	unknown
Q9NQX7-3	Isoform 3 of Integral membrane protein 2C OS=Homo sapiens GN=ITM2C - [ITM2C_HUMAN]	unknown	PM	0.602436964	unknown
Q8IYB3-2	Isoform 2 of Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 - [SRRM1_HUMAN]	unknown	NUCLEUS	0.758003768	NUCLEUS
Q6ZUT6	Uncharacterized protein C15orf52 OS=Homo sapiens GN=C15orf52 PE=1 SV=1 - [CO052_HUMAN]	unknown	NUCLEUS	0.661598034	NUCLEUS
Q8N766-2	Isoform 2 of ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 - [EMC1_HUMAN]	unknown	ER	0.940972124	ER
Q9P275	Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens GN=USP36 PE=1 SV=3 - [UBP36_HUMAN]	unknown	NUCLEUS	0.916483059	NUCLEUS
P41236	Protein phosphatase inhibitor 2 OS=Homo sapiens GN=PPP1R2 PE=1 SV=2 - [IPP2_HUMAN]	unknown	CYTOSOL	0.876845947	unknown
P80404	4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens GN=ABAT PE=1 SV=3 - [GABT_HUMAN]	unknown	MITOCHONDRION	0.955045205	MITOCHONDRION
Q2M2I8	AP2-associated protein kinase 1 OS=Homo sapiens GN=AAK1 PE=1 SV=3 - [AAK1_HUMAN]	unknown	RIBOSOME 60S	0.441906816	unknown
O95295	SNARE-associated protein Snapin OS=Homo sapiens GN=SNAPIN PE=1 SV=1 - [SNAPN_HUMAN]	unknown	LYSOSOME	0.408299548	unknown
O15382	Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens GN=BCAT2 PE=1 SV=2 - [BCAT2_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q8IY17-3	Isoform 3 of Neuropathy target esterase OS=Homo sapiens GN=PNPLA6 - [PLPL6_HUMAN]	unknown	ER	0.871038322	unknown
Q8N9M1	Uncharacterized protein C19orf47 OS=Homo sapiens GN=C19orf47 PE=1 SV=1 - [CS047_HUMAN]	unknown	NUCLEUS	0.77358764	NUCLEUS
Q9BSJ2	Gamma-tubulin complex component 2 OS=Homo sapiens GN=TUBGCP2 PE=1 SV=2 - [GCP2_HUMAN]	unknown	RIBOSOME 40S	0.536894864	unknown
Q9BQ52	Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens GN=ELAC2 PE=1 SV=2 - [RNZ2_HUMAN]	unknown	MITOCHONDRION	0.637489971	unknown
O00170	AH receptor-interacting protein OS=Homo sapiens GN=AIP PE=1 SV=2 - [AIP_HUMAN]	unknown	CYTOSOL	0.613990694	unknown
Q96H79	Zinc finger CCCH-type antiviral protein 1-like OS=Homo sapiens GN=ZC3HAV1L PE=1 SV=2 - [ZCCHL_HUMAN]	unknown	RIBOSOME 60S	0.542439583	unknown
Q9BZD4	Kinetochore protein Nuf2 OS=Homo sapiens GN=NUF2 PE=1 SV=2 - [NUF2_HUMAN]	unknown	NUCLEUS	0.325680526	NUCLEUS
Q9H0S4	Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens GN=DDX47 PE=1 SV=1 - [DDX47_HUMAN]	unknown	NUCLEUS	0.747915175	NUCLEUS
P17026	Zinc finger protein 22 OS=Homo sapiens GN=ZNF22 PE=1 SV=3 - [ZNF22_HUMAN]	unknown	CHROMATIN	0.627664611	CHROMATIN
Q15645	Pachytene checkpoint protein 2 homolog OS=Homo sapiens GN=TRIP13 PE=1 SV=2 - [PCH2_HUMAN]	unknown	PROTEASOME	0.519067484	unknown
Q8WWI1-3	Isoform 3 of LIM domain only protein 7 OS=Homo sapiens GN=LMO7 - [LMO7_HUMAN]	unknown	ER	0.299757828	unknown
Q07812-5	Isoform Epsilon of Apoptosis regulator BAX OS=Homo sapiens GN=BAX - [BAX_HUMAN]	unknown	MITOCHONDRION	0.380872928	unknown
P01023	Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3 - [A2MG_HUMAN]	unknown	PM	0.819956137	unknown
P28340	DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2 - [DPOD1_HUMAN]	unknown	PROTEASOME	0.596011729	unknown
Q9ULD0	2-oxoglutarate dehydrogenase-like, mitochondrial OS=Homo sapiens GN=OGDHL PE=1 SV=3 - [OGDHL_HUMAN]	unknown	MITOCHONDRION	0.95476509	MITOCHONDRION
Q8IV08	Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1 - [PLD3_HUMAN]	unknown	LYSOSOME	0.889658241	LYSOSOME
Q9Y262	Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L PE=1 SV=1 - [EIF3L_HUMAN]	unknown	NUCLEUS	0.329583739	NUCLEUS
Q13277-2	Isoform B of Syntaxin-3 OS=Homo sapiens GN=STX3 - [STX3_HUMAN]	unknown	PM	0.914971114	PM
P83916	Chromobox protein homolog 1 OS=Homo sapiens GN=CBX1 PE=1 SV=1 - [CBX1_HUMAN]	unknown	NUCLEUS	0.613656394	NUCLEUS
P12081	Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=HARS PE=1 SV=2 - [SYHC_HUMAN]	unknown	PROTEASOME	0.688931497	PROTEASOME
O75356	Ectonucleoside triphosphate diphosphohydrolase 5 OS=Homo sapiens GN=ENTPD5 PE=1 SV=1 - [ENTP5_HUMAN]	ER	ER	1	ER
P40763-3	Isoform 3 of Signal transducer and activator of transcription 3 OS=Homo sapiens GN=STAT3 - [STAT3_HUMAN]	unknown	PROTEASOME	0.275960023	unknown
Q9Y6E2	Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens GN=BZW2 PE=1 SV=1 - [BZW2_HUMAN]	unknown	NUCLEUS	0.281090754	unknown
Q93009	Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=1 SV=2 - [UBP7_HUMAN]	unknown	PROTEASOME	0.507045815	unknown
Q9C0J8	pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2 - [WDR33_HUMAN]	unknown	NUCLEUS	0.963159732	NUCLEUS
P82914	28S ribosomal protein S15, mitochondrial OS=Homo sapiens GN=MRPS15 PE=1 SV=1 - [RT15_HUMAN]	unknown	MITOCHONDRION	0.958773524	MITOCHONDRION
Q9UJ83-2	Isoform 2 of 2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens GN=HACL1 - [HACL1_HUMAN]	PEROXISOME	PEROXISOME	1	PEROXISOME
Q9H0L4	Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens GN=CSTF2T PE=1 SV=1 - [CSTFT_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
P13798	Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4 - [ACPH_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
Q8IUE1	Homeobox protein TGIF2LX OS=Homo sapiens GN=TGIF2LX PE=1 SV=1 - [TF2LX_HUMAN]	unknown	NUCLEUS	0.731852097	NUCLEUS
Q9UHQ4	B-cell receptor-associated protein 29 OS=Homo sapiens GN=BCAP29 PE=1 SV=2 - [BAP29_HUMAN]	unknown	ER	0.843735796	unknown
P17655	Calpain-2 catalytic subunit OS=Homo sapiens GN=CAPN2 PE=1 SV=6 - [CAN2_HUMAN]	unknown	CYTOSOL	0.908812718	CYTOSOL
O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens GN=SGTA PE=1 SV=1 - [SGTA_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
Q9H078-2	Isoform 2 of Caseinolytic peptidase B protein homolog OS=Homo sapiens GN=CLPB - [CLPB_HUMAN]	unknown	MITOCHONDRION	0.951567157	MITOCHONDRION
P22059	Oxysterol-binding protein 1 OS=Homo sapiens GN=OSBP PE=1 SV=1 - [OSBP1_HUMAN]	unknown	PM	0.227830543	unknown
Q12962	Transcription initiation factor TFIID subunit 10 OS=Homo sapiens GN=TAF10 PE=1 SV=1 - [TAF10_HUMAN]	unknown	NUCLEUS	0.822230433	NUCLEUS
Q96EY7	Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3 - [PTCD3_HUMAN]	unknown	MITOCHONDRION	0.956573084	MITOCHONDRION
P27707	Deoxycytidine kinase OS=Homo sapiens GN=DCK PE=1 SV=1 - [DCK_HUMAN]	unknown	CYTOSOL	0.915532648	CYTOSOL
Q7Z739	YTH domain-containing family protein 3 OS=Homo sapiens GN=YTHDF3 PE=1 SV=1 - [YTHD3_HUMAN]	unknown	NUCLEUS	0.733503212	NUCLEUS
Q8TED1	Probable glutathione peroxidase 8 OS=Homo sapiens GN=GPX8 PE=1 SV=2 - [GPX8_HUMAN]	unknown	ER	0.946064113	ER
Q14692	Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1 - [BMS1_HUMAN]	unknown	NUCLEUS	0.928511481	NUCLEUS
P49711	Transcriptional repressor CTCF OS=Homo sapiens GN=CTCF PE=1 SV=1 - [CTCF_HUMAN]	unknown	NUCLEUS	0.706513311	NUCLEUS
Q9BQ67	Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens GN=GRWD1 PE=1 SV=1 - [GRWD1_HUMAN]	unknown	NUCLEUS	0.804296622	NUCLEUS
Q9NP92	28S ribosomal protein S30, mitochondrial OS=Homo sapiens GN=MRPS30 PE=1 SV=2 - [RT30_HUMAN]	unknown	MITOCHONDRION	0.952368294	MITOCHONDRION
Q5VWJ9	Sorting nexin-30 OS=Homo sapiens GN=SNX30 PE=1 SV=1 - [SNX30_HUMAN]	unknown	PM	0.820826635	unknown
Q92552	28S ribosomal protein S27, mitochondrial OS=Homo sapiens GN=MRPS27 PE=1 SV=3 - [RT27_HUMAN]	unknown	MITOCHONDRION	0.957561581	MITOCHONDRION
Q8NE01	Metal transporter CNNM3 OS=Homo sapiens GN=CNNM3 PE=1 SV=1 - [CNNM3_HUMAN]	unknown	PM	0.891957832	PM
Q96Q45-2	Isoform 2 of Transmembrane protein 237 OS=Homo sapiens GN=TMEM237 - [TM237_HUMAN]	unknown	PM	0.913952933	PM
Q08752	Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens GN=PPID PE=1 SV=3 - [PPID_HUMAN]	unknown	CYTOSOL	0.566746506	unknown
Q9NQ88	Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens GN=TIGAR PE=1 SV=1 - [TIGAR_HUMAN]	unknown	CYTOSOL	0.911754706	CYTOSOL
Q9H008	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens GN=LHPP PE=1 SV=2 - [LHPP_HUMAN]	unknown	CYTOSOL	0.722361539	unknown
P13489	Ribonuclease inhibitor OS=Homo sapiens GN=RNH1 PE=1 SV=2 - [RINI_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2 - [PAPS1_HUMAN]	unknown	PROTEASOME	0.507850776	unknown
P49756	RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3 - [RBM25_HUMAN]	unknown	NUCLEUS	0.962740458	NUCLEUS
P51687	Sulfite oxidase, mitochondrial OS=Homo sapiens GN=SUOX PE=1 SV=2 - [SUOX_HUMAN]	unknown	MITOCHONDRION	0.889809075	MITOCHONDRION
Q00325-2	Isoform B of Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 - [MPCP_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
Q9NZB2	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2 - [F120A_HUMAN]	unknown	NUCLEUS	0.653439376	NUCLEUS
Q9NXS2	Glutaminyl-peptide cyclotransferase-like protein OS=Homo sapiens GN=QPCTL PE=1 SV=2 - [QPCTL_HUMAN]	unknown	ER	0.890351538	unknown
P49720	Proteasome subunit beta type-3 OS=Homo sapiens GN=PSMB3 PE=1 SV=2 - [PSB3_HUMAN]	PROTEASOME	PROTEASOME	1	PROTEASOME
Q9BYJ9	YTH domain-containing family protein 1 OS=Homo sapiens GN=YTHDF1 PE=1 SV=1 - [YTHD1_HUMAN]	unknown	NUCLEUS	0.638311397	NUCLEUS
Q9Y508-2	Isoform 2 of E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens GN=RNF114 - [RN114_HUMAN]	unknown	PROTEASOME	0.389895577	unknown
Q9NVT9	Armadillo repeat-containing protein 1 OS=Homo sapiens GN=ARMC1 PE=1 SV=1 - [ARMC1_HUMAN]	unknown	MITOCHONDRION	0.962575732	MITOCHONDRION
P04049	RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1 PE=1 SV=1 - [RAF1_HUMAN]	unknown	RIBOSOME 60S	0.305846704	unknown
Q9Y3C4	EKC/KEOPS complex subunit TPRKB OS=Homo sapiens GN=TPRKB PE=1 SV=1 - [TPRKB_HUMAN]	unknown	PROTEASOME	0.299046798	unknown
P40692	DNA mismatch repair protein Mlh1 OS=Homo sapiens GN=MLH1 PE=1 SV=1 - [MLH1_HUMAN]	unknown	CHROMATIN	0.546826571	CHROMATIN
P04626-5	Isoform 5 of Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens GN=ERBB2 - [ERBB2_HUMAN]	unknown	PM	0.935487449	PM
P78347-2	Isoform 2 of General transcription factor II-I OS=Homo sapiens GN=GTF2I - [GTF2I_HUMAN]	unknown	NUCLEUS	0.692945725	NUCLEUS
Q86UU1-2	Isoform 2 of Pleckstrin homology-like domain family B member 1 OS=Homo sapiens GN=PHLDB1 - [PHLB1_HUMAN]	unknown	RIBOSOME 60S	0.413560825	unknown
Q5T6V5	UPF0553 protein C9orf64 OS=Homo sapiens GN=C9orf64 PE=1 SV=1 - [CI064_HUMAN]	unknown	CYTOSOL	0.923443422	CYTOSOL
Q99460	26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2 - [PSMD1_HUMAN]	PROTEASOME	PROTEASOME	1	PROTEASOME
P17812	CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2 - [PYRG1_HUMAN]	unknown	CYTOSOL	0.662328788	unknown
P48730-2	Isoform 2 of Casein kinase I isoform delta OS=Homo sapiens GN=CSNK1D - [KC1D_HUMAN]	unknown	RIBOSOME 60S	0.262121358	unknown
Q96JJ3	Engulfment and cell motility protein 2 OS=Homo sapiens GN=ELMO2 PE=1 SV=2 - [ELMO2_HUMAN]	unknown	RIBOSOME 60S	0.246929339	unknown
O60551	Glycylpeptide N-tetradecanoyltransferase 2 OS=Homo sapiens GN=NMT2 PE=1 SV=1 - [NMT2_HUMAN]	unknown	RIBOSOME 40S	0.540360904	unknown
Q9BSH4	Translational activator of cytochrome c oxidase 1 OS=Homo sapiens GN=TACO1 PE=1 SV=1 - [TACO1_HUMAN]	unknown	MITOCHONDRION	0.945362927	MITOCHONDRION
Q6NVY1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=2 - [HIBCH_HUMAN]	MITOCHONDRION	MITOCHONDRION	1	MITOCHONDRION
O00186	Syntaxin-binding protein 3 OS=Homo sapiens GN=STXBP3 PE=1 SV=2 - [STXB3_HUMAN]	unknown	PM	0.903028699	PM
P86791	Vacuolar fusion protein CCZ1 homolog OS=Homo sapiens GN=CCZ1 PE=1 SV=1 - [CCZ1_HUMAN]	unknown	PM	0.613824473	unknown
Q7L311	Armadillo repeat-containing X-linked protein 2 OS=Homo sapiens GN=ARMCX2 PE=2 SV=1 - [ARMX2_HUMAN]	unknown	MITOCHONDRION	0.930264882	MITOCHONDRION
Q9H936	Mitochondrial glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1 - [GHC1_HUMAN]	unknown	MITOCHONDRION	0.960897202	MITOCHONDRION
Q6IBW4-2	Isoform 2 of Condensin-2 complex subunit H2 OS=Homo sapiens GN=NCAPH2 - [CNDH2_HUMAN]	unknown	CHROMATIN	0.560198279	CHROMATIN
Q14974	Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2 - [IMB1_HUMAN]	unknown	CYTOSOL	0.733579722	unknown
Q8TAD8	Smad nuclear-interacting protein 1 OS=Homo sapiens GN=SNIP1 PE=1 SV=1 - [SNIP1_HUMAN]	unknown	NUCLEUS	0.705260658	NUCLEUS
O75044	SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens GN=SRGAP2 PE=1 SV=2 - [SRGP2_HUMAN]	unknown	PM	0.500683308	unknown
Q7Z3K3-5	Isoform 5 of Pogo transposable element with ZNF domain OS=Homo sapiens GN=POGZ - [POGZ_HUMAN]	unknown	NUCLEUS	0.627831977	NUCLEUS
